web-scraper-order,web-scraper-start-url,name,price,image-src
"1536624640-1457","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Shockproof Hybrid Armor Kickstand Cases For LG V30S ThinQ V35 Phone Covers","$2.98","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536624640-1449","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Fashional All-Wrap Phone Covers Dirt Resistant For Samsung S8 Plus With Film","$1.99","https://i.ebayimg.com/thumbs/images/m/mxm2WGHbpMzz0HJCb2KB65A/s-l225.jpg"
"1536624640-1399","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Back Case Pigs Mouse Phone Covers For Xiaomi Mi A1 3S 4 Pro 3 4X 4A 5 Note5A","$2.49","https://i.ebayimg.com/thumbs/images/m/m6uptlCUHEBIuNv2btCiDfQ/s-l225.jpg"
"1536624640-1407","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Luxury Englon Leather Back Phone Covers Cases For Samsung Galaxy S8 Plus","$8.98","https://i.ebayimg.com/thumbs/images/m/mMtKv5uV6siPKv3tfVA3MvA/s-l225.jpg"
"1536624640-1395","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Sparkle Flip Leather Visual Window Fashion Phone Covers Case For Nokia 6","$6.98","https://i.ebayimg.com/thumbs/images/m/mimG7g5h6rA3O1byP8cF7Aw/s-l225.jpg"
"1536624640-1438","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Samsung Galaxy S6 S7 Edge Phone Covers Cases Funky Cute Animals Stag Hipster","$12.94","https://i.ebayimg.com/thumbs/images/m/mEv87EKnWm9BMOEDeRxHC_g/s-l225.jpg"
"1536624640-1424","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Clear Soft Cases Cherry Fruit Design Phone Covers For iPhone X 7 8 6s Plus","$2.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536624640-1419","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Defender II Shockproof Stronger Phone Covers Cases For Samsung Galaxy S8","$8.88","https://i.ebayimg.com/thumbs/images/m/m8AOkuCJIgv7vdUhlu9RD6A/s-l225.jpg"
"1536624640-1408","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Mobile Cell Phone cases Fashional Daisy Flowers Pattern phone covers for iphone","$4.26","https://i.ebayimg.com/thumbs/images/m/mO7jPrfzC5eXwk_MtJdBt8Q/s-l225.jpg"
"1536624640-1413","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","NILLKIN Super Frosted Shield Plastic Back Phone Covers Cases For HUAWEI Honor 10","$5.99","https://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif"
"1536624640-1432","https://www.ebay.com/sch/i.html?_odkw=headsets&_fsrp=1&_osacat=0&_ipg=200&_from=R40&_trksid=m570.l1313&_nkw=phonecovers&_sacat=0","Nillkin Fashion Sparkle Flip Matte Leather Phone Covers Cases For HUAWEI Honor 9","$6.98","https://i.ebayimg.com/thumbs/images/m/m41ULVM5LkPqwrvfLRobTtw/s-l225.jpg"
